SeriesName,ProductName,Inductance,Tolerance,DcrTypical,DcrMax,DcrTolerance,SrfTypical,Isat10,Isat20,Isat30,Irms20Cat25C,Irms40Cat25C,Isat30At100C,Isat30At125C,Length,Width,Height
LPS3008,LPS3008-103,0,20.0,,0.65,,56.0,0.5395,0.56,0.58,,0.56,,,3.15,3.15,0.8
LPS3008,LPS3008-104,0,20.0,,6.85,,14.0,0.155,0.165,0.1728,,0.21,,,3.15,3.15,0.8
LPS3008,LPS3008-123,0,20.0,,0.79,,49.0,0.4994,0.5378,0.5567,,0.5,,,3.15,3.15,0.8
LPS3008,LPS3008-124,0,20.0,,7.0,,13.0,0.084,0.0892,0.092,,0.19,,,3.15,3.15,0.8
LPS3008,LPS3008-152,0,20.0,,0.134,,170.0,1.3753,1.4,1.489,,1.2,,,3.15,3.15,0.8
LPS3008,LPS3008-154,0,20.0,,8.0,,11.0,0.072,0.078,0.0817,,0.175,,,3.15,3.15,0.8
LPS3008,LPS3008-183,0,20.0,,1.25,,38.0,0.41,0.43,0.44,,0.44,,,3.15,3.15,0.8
LPS3008,LPS3008-184,0,20.0,,9.0,,10.0,0.0695,0.0733,0.0759,,0.16,,,3.15,3.15,0.8
LPS3008,LPS3008-222,0,20.0,,0.175,,150.0,1.2,1.3,1.3,,1.1,,,3.15,3.15,0.8
LPS3008,LPS3008-223,0,20.0,,1.5,,35.0,0.35,0.37,0.38,,0.38,,,3.15,3.15,0.8
LPS3008,LPS3008-332,0,20.0,,0.285,,114.0,0.86,0.92,0.9592,,0.95,,,3.15,3.15,0.8
LPS3008,LPS3008-333,0,20.0,,2.3,,23.0,0.29,0.3,0.31,,0.32,,,3.15,3.15,0.8
LPS3008,LPS3008-472,0,20.0,,0.35,,87.0,0.74,0.7781,0.7968,,0.8,,,3.15,3.15,0.8
LPS3008,LPS3008-473,0,20.0,,3.15,,21.0,0.23,0.24,0.2496,,0.27,,,3.15,3.15,0.8
LPS3008,LPS3008-561,0,20.0,,0.072,,330.0,2.3,2.4,2.4651,,2.0,,,3.15,3.15,0.8
LPS3008,LPS3008-562,0,20.0,,0.45,,78.0,0.72,0.76,0.78,,0.73,,,3.15,3.15,0.8
LPS3008,LPS3008-682,0,20.0,,0.5,,75.0,0.62,0.6565,0.6793,,0.67,,,3.15,3.15,0.8
LPS3008,LPS3008-683,0,20.0,,4.75,,18.0,0.1979,0.2125,0.2198,,0.23,,,3.15,3.15,0.8
LPS3008,LPS3008-801,0,20.0,,0.092,,255.0,1.8,1.9,2.0,,1.6,,,3.15,3.15,0.8
LPS3008,LPS3008-822,0,20.0,,0.6,,61.0,0.54,0.572,0.5924,,0.6,,,3.15,3.15,0.8
LPS3010,LPS3010-102,0,20.0,,0.085,,230.0,1.7,1.8,1.8,,1.5,,,3.15,3.15,1.0
LPS3010,LPS3010-103,0,20.0,,0.54,,58.0,0.4859,0.5146,0.5323,,0.64,,,3.15,3.15,1.0
LPS3010,LPS3010-104,0,20.0,,5.25,,14.0,0.1675,0.1746,0.179,,0.24,,,3.15,3.15,1.0
LPS3010,LPS3010-123,0,20.0,,0.7,,47.0,0.4356,0.46,0.47,,0.58,,,3.15,3.15,1.0
LPS3010,LPS3010-124,0,20.0,,6.1,,12.0,0.1485,0.155,0.16,,0.19,,,3.15,3.15,1.0
LPS3010,LPS3010-152,0,20.0,,0.12,,165.0,1.4,1.4,1.4705,,1.4,,,3.15,3.15,1.0
LPS3010,LPS3010-153,0,20.0,,0.95,,43.0,0.4062,0.42,0.43,,0.48,,,3.15,3.15,1.0
LPS3010,LPS3010-154,0,20.0,,9.15,,11.0,0.125,0.1327,0.135,,0.17,,,3.15,3.15,1.0
LPS3010,LPS3010-182,0,20.0,,0.15,,150.0,1.2,1.2658,1.3,,1.4,,,3.15,3.15,1.0
LPS3010,LPS3010-183,0,20.0,,1.1,,40.0,0.37,0.38,0.39,,0.47,,,3.15,3.15,1.0
LPS3010,LPS3010-184,0,20.0,,10.1,,9.0,0.1199,0.125,0.1291,,0.15,,,3.15,3.15,1.0
LPS3010,LPS3010-222,0,20.0,,0.22,,130.0,1.7,1.7,1.7892,,1.1,,,3.15,3.15,1.0
LPS3010,LPS3010-223,0,20.0,,1.2,,36.0,0.34,0.35,0.36,,0.41,,,3.15,3.15,1.0
LPS3010,LPS3010-224,0,20.0,,12.5,,8.0,0.105,0.11,0.1131,,0.13,,,3.15,3.15,1.0
LPS3010,LPS3010-332,0,20.0,,0.22,,110.0,0.9,0.984,1.0,,1.1,,,3.15,3.15,1.0
LPS3010,LPS3010-333,0,20.0,,2.0,,27.0,0.2688,0.28,0.29,,0.35,,,3.15,3.15,1.0
LPS3010,LPS3010-471,0,20.0,,0.07,,370.0,2.3,2.3561,2.4,,1.8,,,3.15,3.15,1.0
LPS3010,LPS3010-472,0,20.0,,0.3,,92.0,0.76,0.7946,0.8118,,0.95,,,3.15,3.15,1.0
LPS3010,LPS3010-473,0,20.0,,3.2,,21.0,0.235,0.2449,0.25,,0.31,,,3.15,3.15,1.0
LPS3010,LPS3010-562,0,20.0,,0.4,,80.0,0.64,0.68,0.698,,0.78,,,3.15,3.15,1.0
LPS3010,LPS3010-681,0,20.0,,0.08,,270.0,2.0,2.1,2.1,,1.75,,,3.15,3.15,1.0
LPS3010,LPS3010-682,0,20.0,,0.45,,70.0,0.6,0.62,0.64,,0.74,,,3.15,3.15,1.0
LPS3010,LPS3010-683,0,20.0,,3.5,,21.0,0.2,0.2093,0.215,,0.28,,,3.15,3.15,1.0
LPS3010,LPS3010-822,0,20.0,,0.52,,62.0,0.54,0.5749,0.58,,0.7,,,3.15,3.15,1.0
LPS3015,LPS3015-102,0,20.0,,0.075,,80.0,2.7,2.9,2.9682,,2.0,,,3.15,3.15,1.5
LPS3015,LPS3015-103,0,20.0,,0.44,,48.0,0.74,0.76,0.78,,0.75,,,3.15,3.15,1.5
LPS3015,LPS3015-104,0,20.0,,3.4,,11.0,0.2348,0.25,0.2553,,0.26,,,3.15,3.15,1.5
LPS3015,LPS3015-124,0,20.0,,4.65,,9.0,0.2145,0.2289,0.235,,0.23,,,3.15,3.15,1.5
LPS3015,LPS3015-152,0,20.0,,0.1,,140.0,2.3686,2.4645,2.5,,1.7,,,3.15,3.15,1.5
LPS3015,LPS3015-153,0,20.0,,0.7,,35.0,0.6,0.62,0.64,,0.59,,,3.15,3.15,1.5
LPS3015,LPS3015-154,0,20.0,,6.25,,8.0,0.185,0.2,0.205,,0.2,,,3.15,3.15,1.5
LPS3015,LPS3015-182,0,20.0,,0.1,,135.0,2.2562,2.3,2.3885,,1.4,,,3.15,3.15,1.5
LPS3015,LPS3015-183,0,20.0,,0.75,,33.0,0.56,0.58,0.591,,0.58,,,3.15,3.15,1.5
LPS3015,LPS3015-184,0,20.0,,8.6,,7.5,0.175,0.1881,0.1934,,0.175,,,3.15,3.15,1.5
LPS3015,LPS3015-222,0,20.0,,0.11,,110.0,2.073,2.1771,2.2,,1.4,,,3.15,3.15,1.5
LPS3015,LPS3015-223,0,20.0,,0.825,,30.0,0.4899,0.52,0.5381,,0.57,,,3.15,3.15,1.5
LPS3015,LPS3015-224,0,20.0,,9.5,,6.0,0.16,0.1697,0.173,,0.155,,,3.15,3.15,1.5
LPS3015,LPS3015-332,0,20.0,,0.13,,90.0,1.5,1.5,1.5805,,1.4,,,3.15,3.15,1.5
LPS3015,LPS3015-333,0,20.0,,1.3,,23.0,0.41,0.4263,0.4355,,0.48,,,3.15,3.15,1.5
LPS3015,LPS3015-472,0,20.0,,0.2,,79.0,1.2,1.3,1.3,,1.2,,,3.15,3.15,1.5
LPS3015,LPS3015-473,0,20.0,,1.55,,17.0,0.35,0.3669,0.376,,0.4,,,3.15,3.15,1.5
LPS3015,LPS3015-682,0,20.0,,0.3,,58.0,0.8934,0.92,0.94,,0.9,,,3.15,3.15,1.5
LPS3015,LPS3015-683,0,20.0,,2.35,,14.0,0.29,0.31,0.317,,0.33,,,3.15,3.15,1.5
LPS3314,LPS3314-102,0,20.0,,0.062,,215.0,2.0601,2.1809,2.2,,2.1,,,3.4,3.4,1.4
LPS3314,LPS3314-103,0,20.0,,0.33,,55.0,0.68,0.7111,0.72,,0.87,,,3.4,3.4,1.4
LPS3314,LPS3314-104,0,20.0,,2.75,,13.0,0.21,0.2236,0.23,,0.32,,,3.4,3.4,1.4
LPS3314,LPS3314-124,0,20.0,,3.45,,11.0,0.195,0.205,0.209,,0.3,,,3.4,3.4,1.4
LPS3314,LPS3314-153,0,20.0,,0.44,,45.0,0.54,0.58,0.5976,,0.82,,,3.4,3.4,1.4
LPS3314,LPS3314-154,0,20.0,,4.1,,10.0,0.175,0.1883,0.1934,,0.27,,,3.4,3.4,1.4
LPS3314,LPS3314-183,0,20.0,,0.575,,37.0,0.49,0.5304,0.54,,0.68,,,3.4,3.4,1.4
LPS3314,LPS3314-184,0,20.0,,4.8,,9.0,0.1596,0.1692,0.1745,,0.25,,,3.4,3.4,1.4
LPS3314,LPS3314-222,0,20.0,,0.1,,140.0,1.6,1.6934,1.7,,1.6,,,3.4,3.4,1.4
LPS3314,LPS3314-223,0,20.0,,0.72,,34.0,0.4359,0.4651,0.48,,0.6,,,3.4,3.4,1.4
LPS3314,LPS3314-224,0,20.0,,6.0,,7.0,0.15,0.1641,0.1696,,0.22,,,3.4,3.4,1.4
LPS3314,LPS3314-332,0,20.0,,0.145,,115.0,1.2,1.3,1.3,,1.35,,,3.4,3.4,1.4
LPS3314,LPS3314-333,0,20.0,,0.92,,27.0,0.3764,0.3955,0.4066,,0.58,,,3.4,3.4,1.4
LPS3314,LPS3314-334,0,20.0,,9.3,,6.0,0.129,0.135,0.1391,,0.18,,,3.4,3.4,1.4
LPS3314,LPS3314-472,0,20.0,,0.175,,86.0,1.1,1.1603,1.2,,1.25,,,3.4,3.4,1.4
LPS3314,LPS3314-473,0,20.0,,1.4,,22.0,0.295,0.31,0.32,,0.47,,,3.4,3.4,1.4
LPS3314,LPS3314-474,0,20.0,,12.0,,4.5,0.105,0.1149,0.1187,,0.16,,,3.4,3.4,1.4
LPS3314,LPS3314-562,0,20.0,,0.22,,74.0,0.9,1.0,1.0606,,1.1,,,3.4,3.4,1.4
LPS3314,LPS3314-563,0,20.0,,1.55,,19.0,0.28,0.31,0.32,,0.42,,,3.4,3.4,1.4
LPS3314,LPS3314-564,0,20.0,,14.0,,4.5,0.0878,0.094,0.098,,0.145,,,3.4,3.4,1.4
LPS3314,LPS3314-682,0,20.0,,0.24,,72.0,0.82,0.8708,0.8974,,1.1,,,3.4,3.4,1.4
LPS3314,LPS3314-683,0,20.0,,1.8,,17.0,0.2662,0.28,0.29,,0.4,,,3.4,3.4,1.4
LPS3314,LPS3314-684,0,20.0,,18.5,,4.0,0.092,0.0975,0.1,,0.125,,,3.4,3.4,1.4
LPS3314,LPS3314-822,0,20.0,,0.27,,60.0,0.76,0.7949,0.8146,,1.0,,,3.4,3.4,1.4
LPS3314,LPS3314-823,0,20.0,,2.0,,14.0,0.2385,0.245,0.2497,,0.39,,,3.4,3.4,1.4
LPS3314,LPS3314-824,0,20.0,,24.0,,3.7,0.074,0.0813,0.084,,0.11,,,3.4,3.4,1.4
LPS4012,LPS4012-102,0,30.0,,0.06,,180.0,3.7554,3.8622,3.9,,2.4,,,4.1,4.1,1.2
LPS4012,LPS4012-103,0,20.0,,0.35,,40.0,1.1,1.1,1.183,,0.75,,,4.1,4.1,1.2
LPS4012,LPS4012-104,0,20.0,,2.4,,12.0,0.26,0.27,0.28,,0.4,,,4.1,4.1,1.2
LPS4012,LPS4012-105,0,20.0,,21.5,,3.0,0.064,0.0731,0.076,,0.13,,,4.1,4.1,1.2
LPS4012,LPS4012-124,0,20.0,,3.3,,11.5,0.2178,0.2331,0.24,,0.36,,,4.1,4.1,1.2
LPS4012,LPS4012-152,0,20.0,,0.07,,140.0,3.3,3.4,3.5,,2.2,,,4.1,4.1,1.2
LPS4012,LPS4012-153,0,20.0,,0.55,,30.0,0.78,0.8341,0.86,,0.73,,,4.1,4.1,1.2
LPS4012,LPS4012-154,0,20.0,,3.5,,10.0,0.1937,0.2078,0.2145,,0.32,,,4.1,4.1,1.2
LPS4012,LPS4012-155,0,20.0,,30.0,,2.5,0.064,0.068,0.07,,0.115,,,4.1,4.1,1.2
LPS4012,LPS4012-184,0,20.0,,5.0,,8.0,0.1886,0.2,0.205,,0.29,,,4.1,4.1,1.2
LPS4012,LPS4012-185,0,20.0,,35.0,,2.0,0.048,0.055,0.0574,,0.1,,,4.1,4.1,1.2
LPS4012,LPS4012-222,0,20.0,,0.1,,115.0,2.4,2.6,2.6838,,1.75,,,4.1,4.1,1.2
LPS4012,LPS4012-223,0,20.0,,0.6,,25.0,0.6533,0.6912,0.7,,0.7,,,4.1,4.1,1.2
LPS4012,LPS4012-224,0,20.0,,5.2,,7.0,0.155,0.165,0.17,,0.27,,,4.1,4.1,1.2
LPS4012,LPS4012-225,0,20.0,,42.0,,1.0,0.048,0.0531,0.055,,0.09,,,4.1,4.1,1.2
LPS4012,LPS4012-331,0,20.0,,0.025,,375.0,5.7,5.8872,5.9856,,3.0,,,4.1,4.1,1.2
LPS4012,LPS4012-332,0,20.0,,0.1,,100.0,1.4618,1.5,1.6,,2.0,,,4.1,4.1,1.2
LPS4012,LPS4012-333,0,20.0,,0.825,,22.0,0.3977,0.42,0.43,,0.61,,,4.1,4.1,1.2
LPS4012,LPS4012-334,0,20.0,,7.2,,7.0,0.1346,0.1441,0.1485,,0.225,,,4.1,4.1,1.2
LPS4012,LPS4012-472,0,20.0,,0.175,,70.0,1.9,2.0,2.0641,,1.45,,,4.1,4.1,1.2
LPS4012,LPS4012-473,0,20.0,,1.4,,19.0,0.36,0.38,0.39,,0.52,,,4.1,4.1,1.2
LPS4012,LPS4012-474,0,20.0,,10.0,,4.1,0.1085,0.115,0.12,,0.175,,,4.1,4.1,1.2
LPS4012,LPS4012-562,0,20.0,,0.26,,60.0,1.5,1.6,1.6511,,1.1,,,4.1,4.1,1.2
LPS4012,LPS4012-564,0,20.0,,12.5,,3.5,0.094,0.104,0.105,,0.14,,,4.1,4.1,1.2
LPS4012,LPS4012-681,0,20.0,,0.055,,220.0,3.7977,4.0,4.1,,2.4,,,4.1,4.1,1.2
LPS4012,LPS4012-682,0,20.0,,0.34,,55.0,1.5,1.5755,1.6,,0.98,,,4.1,4.1,1.2
LPS4012,LPS4012-683,0,20.0,,1.7,,15.0,0.29,0.31,0.32,,0.46,,,4.1,4.1,1.2
LPS4012,LPS4012-684,0,20.0,,13.5,,3.0,0.098,0.105,0.11,,0.135,,,4.1,4.1,1.2
LPS4012,LPS4012-824,0,20.0,,20.0,,3.0,0.0899,0.094,0.096,,0.132,,,4.1,4.1,1.2
LPS4018,LPS4018-102,0,30.0,,0.042,,180.0,3.7,3.9,4.0,,2.5,,,4.1,4.1,1.8
LPS4018,LPS4018-103,0,20.0,,0.2,,40.0,1.2,1.3,1.3,,1.25,,,4.1,4.1,1.8
LPS4018,LPS4018-104,0,20.0,,1.4,,10.0,0.37,0.3958,0.4082,,0.5,,,4.1,4.1,1.8
LPS4018,LPS4018-105,0,20.0,,18.0,,2.8,0.113,0.12,0.1247,,0.125,,,4.1,4.1,1.8
LPS4018,LPS4018-124,0,20.0,,1.6,,9.0,0.31,0.33,0.34,,0.45,,,4.1,4.1,1.8
LPS4018,LPS4018-153,0,20.0,,0.26,,32.0,1.0,1.0935,1.1,,1.12,,,4.1,4.1,1.8
LPS4018,LPS4018-154,0,20.0,,2.0,,8.0,0.2757,0.29,0.298,,0.4,,,4.1,4.1,1.8
LPS4018,LPS4018-183,0,20.0,,0.27,,27.0,0.9,1.0,1.0,,1.0,,,4.1,4.1,1.8
LPS4018,LPS4018-184,0,20.0,,2.5,,7.5,0.26,0.2776,0.2881,,0.36,,,4.1,4.1,1.8
LPS4018,LPS4018-222,0,20.0,,0.07,,90.0,2.8657,3.0641,3.1655,,2.0,,,4.1,4.1,1.8
LPS4018,LPS4018-223,0,20.0,,0.36,,26.0,0.76,0.8,0.82,,0.9,,,4.1,4.1,1.8
LPS4018,LPS4018-224,0,20.0,,3.7,,6.5,0.215,0.225,0.23,,0.3,,,4.1,4.1,1.8
LPS4018,LPS4018-332,0,20.0,,0.08,,75.0,2.1,2.1884,2.2,,1.9,,,4.1,4.1,1.8
LPS4018,LPS4018-333,0,20.0,,0.42,,20.0,0.6,0.64,0.66,,0.8,,,4.1,4.1,1.8
LPS4018,LPS4018-334,0,20.0,,5.9,,5.5,0.175,0.1927,0.2,,0.23,,,4.1,4.1,1.8
LPS4018,LPS4018-472,0,20.0,,0.125,,65.0,1.7,1.8,1.8988,,1.8,,,4.1,4.1,1.8
LPS4018,LPS4018-473,0,20.0,,0.65,,16.0,0.49,0.52,0.5525,,0.68,,,4.1,4.1,1.8
LPS4018,LPS4018-474,0,20.0,,7.8,,4.5,0.14,0.155,0.16,,0.2,,,4.1,4.1,1.8
LPS4018,LPS4018-561,0,20.0,,0.033,,250.0,4.3,4.5,4.6,,2.8,,,4.1,4.1,1.8
LPS4018,LPS4018-564,0,20.0,,10.0,,4.1,0.1431,0.15,0.155,,0.18,,,4.1,4.1,1.8
LPS4018,LPS4018-682,0,20.0,,0.15,,50.0,1.4654,1.5,1.5,,1.5,,,4.1,4.1,1.8
LPS4018,LPS4018-683,0,20.0,,0.95,,13.0,0.43,0.45,0.46,,0.56,,,4.1,4.1,1.8
LPS4018,LPS4018-684,0,20.0,,11.5,,3.5,0.125,0.1378,0.1435,,0.16,,,4.1,4.1,1.8
LPS4018,LPS4018-824,0,20.0,,14.0,,2.9,0.1136,0.12,0.125,,0.14,,,4.1,4.1,1.8
LPS4414,LPS4414-102,0,20.0,,0.06,,190.0,3.7,3.851,3.9587,,2.3,,,4.4,4.4,1.4
LPS4414,LPS4414-103,0,20.0,,0.38,,43.0,1.2835,1.3916,1.4577,,0.95,,,4.4,4.4,1.4
LPS4414,LPS4414-104,0,20.0,,1.9,,11.0,0.2889,0.3,0.3087,,0.4,,,4.4,4.4,1.4
LPS4414,LPS4414-105,0,20.0,,16.3,,2.6,0.0919,0.096,0.1,,0.13,,,4.4,4.4,1.4
LPS4414,LPS4414-123,0,20.0,,0.38,,38.0,1.0,1.0923,1.1,,0.88,,,4.4,4.4,1.4
LPS4414,LPS4414-124,0,20.0,,2.6,,10.0,0.2568,0.2676,0.2763,,0.34,,,4.4,4.4,1.4
LPS4414,LPS4414-152,0,20.0,,0.078,,150.0,3.0,3.1803,3.2662,,2.0,,,4.4,4.4,1.4
LPS4414,LPS4414-153,0,20.0,,0.44,,36.0,0.9,0.9642,1.0,,0.82,,,4.4,4.4,1.4
LPS4414,LPS4414-154,0,20.0,,3.1,,9.0,0.228,0.2382,0.245,,0.32,,,4.4,4.4,1.4
LPS4414,LPS4414-182,0,20.0,,0.087,,130.0,2.8,2.9909,3.1,,1.9,,,4.4,4.4,1.4
LPS4414,LPS4414-183,0,20.0,,0.53,,31.0,0.7982,0.82,0.84,,0.75,,,4.4,4.4,1.4
LPS4414,LPS4414-222,0,20.0,,0.11,,115.0,2.5855,2.7,2.8,,1.6,,,4.4,4.4,1.4
LPS4414,LPS4414-223,0,20.0,,0.59,,27.0,0.7353,0.76,0.78,,0.68,,,4.4,4.4,1.4
LPS4414,LPS4414-224,0,20.0,,4.1,,6.7,0.1938,0.2,0.2078,,0.29,,,4.4,4.4,1.4
LPS4414,LPS4414-301,0,20.0,,0.04,,470.0,6.1,6.3,6.5,,3.25,,,4.4,4.4,1.4
LPS4414,LPS4414-332,0,20.0,,0.165,,85.0,2.274,2.3524,2.4,,1.5,,,4.4,4.4,1.4
LPS4414,LPS4414-333,0,20.0,,0.715,,23.0,0.488,0.5114,0.5305,,0.65,,,4.4,4.4,1.4
LPS4414,LPS4414-334,0,20.0,,6.0,,5.6,0.1699,0.175,0.18,,0.23,,,4.4,4.4,1.4
LPS4414,LPS4414-472,0,20.0,,0.215,,68.0,1.8,1.9,1.9747,,1.2,,,4.4,4.4,1.4
LPS4414,LPS4414-473,0,20.0,,0.935,,18.0,0.42,0.44,0.46,,0.58,,,4.4,4.4,1.4
LPS4414,LPS4414-474,0,20.0,,9.5,,4.4,0.1325,0.1383,0.1426,,0.23,,,4.4,4.4,1.4
LPS4414,LPS4414-501,0,20.0,,0.05,,330.0,5.1,5.4,5.5854,,2.8,,,4.4,4.4,1.4
LPS4414,LPS4414-562,0,20.0,,0.26,,58.0,1.6,1.7,1.8,,1.1,,,4.4,4.4,1.4
LPS4414,LPS4414-563,0,20.0,,1.15,,16.0,0.3887,0.4,0.416,,0.54,,,4.4,4.4,1.4
LPS4414,LPS4414-564,0,20.0,,10.7,,4.0,0.12,0.1279,0.13,,0.17,,,4.4,4.4,1.4
LPS4414,LPS4414-682,0,20.0,,0.27,,54.0,1.5918,1.686,1.7,,1.0,,,4.4,4.4,1.4
LPS4414,LPS4414-683,0,20.0,,1.35,,14.6,0.34,0.3552,0.3663,,0.48,,,4.4,4.4,1.4
LPS4414,LPS4414-684,0,20.0,,11.7,,3.5,0.115,0.12,0.1249,,0.17,,,4.4,4.4,1.4
LPS4414,LPS4414-801,0,20.0,,0.055,,225.0,3.9939,4.1,4.1851,,2.5,,,4.4,4.4,1.4
LPS4414,LPS4414-822,0,20.0,,0.35,,50.0,1.4,1.4827,1.5553,,0.98,,,4.4,4.4,1.4
LPS4414,LPS4414-824,0,20.0,,15.1,,3.0,0.0998,0.105,0.1081,,0.14,,,4.4,4.4,1.4
LPS5010,LPS5010-103,0,20.0,,0.35,,51.0,0.68,0.7106,0.7301,,0.8,,,5.0,5.0,1.0
LPS5010,LPS5010-104,0,20.0,,3.1,,12.0,0.22,0.23,0.235,,0.28,,,5.0,5.0,1.0
LPS5010,LPS5010-124,0,20.0,,3.5,,11.0,0.205,0.215,0.22,,0.25,,,5.0,5.0,1.0
LPS5010,LPS5010-152,0,20.0,,0.072,,168.0,1.7733,1.8722,1.9,,1.4,,,5.0,5.0,1.0
LPS5010,LPS5010-153,0,20.0,,0.5,,39.0,0.56,0.5932,0.6,,0.75,,,5.0,5.0,1.0
LPS5010,LPS5010-154,0,20.0,,4.25,,9.0,0.19,0.2,0.205,,0.23,,,5.0,5.0,1.0
LPS5010,LPS5010-222,0,20.0,,0.1,,144.0,1.5,1.6,1.6866,,1.2,,,5.0,5.0,1.0
LPS5010,LPS5010-223,0,20.0,,0.67,,32.0,0.48,0.5,0.52,,0.62,,,5.0,5.0,1.0
LPS5010,LPS5010-224,0,20.0,,6.25,,7.0,0.1532,0.16,0.1649,,0.2,,,5.0,5.0,1.0
LPS5010,LPS5010-332,0,20.0,,0.125,,105.0,1.2837,1.3,1.3933,,1.1,,,5.0,5.0,1.0
LPS5010,LPS5010-333,0,20.0,,1.05,,26.0,0.39,0.41,0.42,,0.55,,,5.0,5.0,1.0
LPS5010,LPS5010-334,0,20.0,,8.6,,5.5,0.125,0.1344,0.1379,,0.185,,,5.0,5.0,1.0
LPS5010,LPS5010-471,0,20.0,,0.038,,290.0,3.0,3.2,3.3,,2.7,,,5.0,5.0,1.0
LPS5010,LPS5010-472,0,20.0,,0.175,,76.0,1.0,1.1,1.1,,0.98,,,5.0,5.0,1.0
LPS5010,LPS5010-473,0,20.0,,1.45,,20.0,0.3181,0.3362,0.3466,,0.44,,,5.0,5.0,1.0
LPS5010,LPS5010-474,0,20.0,,12.7,,4.5,0.1048,0.11,0.1135,,0.15,,,5.0,5.0,1.0
LPS5010,LPS5010-562,0,20.0,,0.24,,75.0,0.9,0.9925,1.0,,0.92,,,5.0,5.0,1.0
LPS5010,LPS5010-564,0,20.0,,15.7,,4.0,0.092,0.0972,0.1,,0.135,,,5.0,5.0,1.0
LPS5010,LPS5010-682,0,20.0,,0.255,,71.0,0.84,0.88,0.9,,0.85,,,5.0,5.0,1.0
LPS5010,LPS5010-683,0,20.0,,2.0,,15.0,0.27,0.28,0.29,,0.35,,,5.0,5.0,1.0
LPS5010,LPS5010-684,0,20.0,,20.0,,3.7,0.0854,0.0897,0.092,,0.125,,,5.0,5.0,1.0
LPS5010,LPS5010-821,0,20.0,,0.058,,195.0,2.4,2.6,2.6889,,1.5,,,5.0,5.0,1.0
LPS5015,LPS5015-102,0,20.0,,0.05,,183.0,3.6,3.7749,3.9,,2.65,,,5.0,5.0,1.5
LPS5015,LPS5015-103,0,20.0,,0.3,,44.0,1.3,1.4,1.4502,,0.95,,,5.0,5.0,1.5
LPS5015,LPS5015-104,0,20.0,,1.95,,12.0,0.3485,0.36,0.37,,0.42,,,5.0,5.0,1.5
LPS5015,LPS5015-105,0,20.0,,15.0,,3.2,0.089,0.0936,0.096,,0.15,,,5.0,5.0,1.5
LPS5015,LPS5015-123,0,20.0,,0.35,,40.0,1.1955,1.2,1.285,,0.84,,,5.0,5.0,1.5
LPS5015,LPS5015-124,0,20.0,,2.5,,10.0,0.29,0.3077,0.3163,,0.37,,,5.0,5.0,1.5
LPS5015,LPS5015-132,0,20.0,,0.065,,150.0,3.3788,3.4986,3.5794,,2.35,,,5.0,5.0,1.5
LPS5015,LPS5015-153,0,20.0,,0.36,,38.0,0.84,0.88,0.9132,,0.84,,,5.0,5.0,1.5
LPS5015,LPS5015-154,0,20.0,,3.4,,9.3,0.265,0.2754,0.28,,0.33,,,5.0,5.0,1.5
LPS5015,LPS5015-155,0,20.0,,25.0,,2.5,0.074,0.0775,0.0796,,0.14,,,5.0,5.0,1.5
LPS5015,LPS5015-182,0,20.0,,0.075,,128.0,2.9,3.0,3.1,,2.15,,,5.0,5.0,1.5
LPS5015,LPS5015-183,0,20.0,,0.55,,35.0,0.7541,0.78,0.8,,0.83,,,5.0,5.0,1.5
LPS5015,LPS5015-185,0,20.0,,28.0,,2.2,0.064,0.068,0.07,,0.13,,,5.0,5.0,1.5
LPS5015,LPS5015-222,0,20.0,,0.09,,116.0,2.6,2.7,2.8,,2.0,,,5.0,5.0,1.5
LPS5015,LPS5015-223,0,20.0,,0.675,,31.0,0.7,0.72,0.74,,0.82,,,5.0,5.0,1.5
LPS5015,LPS5015-224,0,20.0,,4.5,,7.3,0.2247,0.23,0.2382,,0.29,,,5.0,5.0,1.5
LPS5015,LPS5015-225,0,20.0,,36.0,,2.1,0.0611,0.064,0.066,,0.09,,,5.0,5.0,1.5
LPS5015,LPS5015-332,0,20.0,,0.125,,88.0,2.1617,2.2522,2.3,,1.8,,,5.0,5.0,1.5
LPS5015,LPS5015-333,0,20.0,,0.75,,24.0,0.6132,0.6332,0.64,,0.7,,,5.0,5.0,1.5
LPS5015,LPS5015-334,0,20.0,,7.4,,5.7,0.1727,0.18,0.1842,,0.22,,,5.0,5.0,1.5
LPS5015,LPS5015-472,0,20.0,,0.15,,73.0,1.8,1.9,1.9828,,1.62,,,5.0,5.0,1.5
LPS5015,LPS5015-473,0,20.0,,1.0,,18.0,0.47,0.49,0.5,,0.57,,,5.0,5.0,1.5
LPS5015,LPS5015-474,0,20.0,,7.5,,4.9,0.1289,0.135,0.14,,0.21,,,5.0,5.0,1.5
LPS5015,LPS5015-562,0,20.0,,0.175,,67.0,1.7,1.8,1.8802,,1.45,,,5.0,5.0,1.5
LPS5015,LPS5015-563,0,20.0,,1.13,,17.0,0.4392,0.4556,0.4678,,0.52,,,5.0,5.0,1.5
LPS5015,LPS5015-564,0,20.0,,8.5,,4.3,0.115,0.1225,0.125,,0.19,,,5.0,5.0,1.5
LPS5015,LPS5015-682,0,20.0,,0.225,,57.0,1.5,1.5638,1.6,,1.25,,,5.0,5.0,1.5
LPS5015,LPS5015-683,0,20.0,,1.45,,15.0,0.38,0.3992,0.4094,,0.47,,,5.0,5.0,1.5
