SeriesName,ProductName,Inductance,Tolerance,DcrTypical,DcrMax,DcrTolerance,SrfTypical,Isat10,Isat20,Isat30,Irms20Cat25C,Irms40Cat25C,Isat30At100C,Isat30At125C,Length,Width,Height
CX9693,CX9693,0,10.0,,0.0095,,20.0,0,0,0,,28.0,,,27.94,27.94,17.78
DMT,DMT1-16-67,0,,,0.02,,16.6,0,0,0,,,,,33.0,17.8,27.9
DMT,DMT1-180-15,0,,,0.29,,1.92,0,0,0,,,,,33.0,17.8,27.9
DMT,DMT1-26-51,0,,,0.04,,11.5,0,0,0,,,,,33.0,17.8,27.9
DMT,DMT1-43-38,0,,,0.07,,7.28,0,0,0,,,,,33.0,17.8,27.9
DMT,DMT1-7-10,0,,,0.01,,28.8,3.9989,6.2,8.4,,,,,33.0,17.8,27.9
DMT,DMT1-84-24,0,,,0.14,,4.37,0,0,0,,,,,33.0,17.8,27.9
DMT,DMT2-134-48,0,,,0.1,,2.82,0,0,0,,,,,40.6,22.9,40.6
DMT,DMT2-149-38,0,,,0.13,,4.03,0,0,0,,,,,35.6,22.9,35.6
DMT,DMT2-200-38,0,,,0.19,,2.07,0,0,0,,,,,40.6,22.9,40.6
DMT,DMT2-20-12,0,,,0.02,,11.4,5.3,7.8,10.567,,,,,40.6,22.9,40.6
DMT,DMT2-26-11,0,,,0.02,,9.34,3.8,5.9615,8.0929,,,,,35.6,22.9,35.6
DMT,DMT2-273-24,0,,,0.26,,2.45,0,0,0,,,,,35.6,22.9,35.6
DMT,DMT2-380-24,0,,,0.38,,1.68,0,0,0,,,,,40.6,22.9,40.6
DMT,DMT2-47-82,0,,,0.04,,6.45,0,0,0,,,,,35.6,22.9,35.6
DMT,DMT2-49-8,0,,,0.04,,6.13,4.4697,6.9879,9.4906,,,,,40.6,22.9,40.6
DMT,DMT2-567-15,0,,,0.56,,1.12,0,0,0,,,,,35.6,22.9,35.6
DMT,DMT2-79-6,0,,,0.07,,3.58,2.2,3.3595,4.5747,,,,,35.6,22.9,35.6
DMT,DMT2-796-15,0,,,0.79,,0.64,0,0,0,,,,,40.6,22.9,40.6
DMT,DMT2-80-63,0,,,0.05,,4.46,0,0,0,,,,,40.6,22.9,40.6
DMT,DMT3-138-6,0,,,0.07,,2.77,2.6756,3.9666,5.5844,,,,,47.0,24.1,48.3
DMT,DMT3-1439-15,0,,,1.18,,0.56,0,0,0,,,,,45.7,24.1,48.3
DMT,DMT3-257-49,0,,,0.15,,1.62,0,0,0,,,,,47.0,24.1,48.3
DMT,DMT3-35-12,0,,,0.02,,7.55,5.4,8.0,10.874,,,,,47.0,24.1,48.3
DMT,DMT3-402-37,0,,,0.28,,1.25,0,0,0,,,,,45.7,24.1,48.3
DMT,DMT3-695-24,0,,,0.55,,0.92,0,0,0,,,,,45.7,24.1,48.3
DMT,DMT3-77-8,0,,,0.04,,4.24,3.3716,5.2,7.1,,,,,47.0,24.1,48.3
SLC7530D,SLC7530D-101,0,20.0,0.000209,0.000219,,3750.0,17.7,20.0,21.5,,38.0,,,7.5,6.7,3.0
SLC7530D,SLC7530D-500,0,20.0,0.000209,0.000219,,3750.0,32.0,36.5353,39.0,,38.0,,,7.5,6.7,3.0
SLC7530D,SLC7530D-640,0,20.0,0.000209,0.000219,,3650.0,28.7958,31.9282,33.5232,,38.0,,,7.5,6.7,3.0
SLC7530D,SLC7530D-820,0,20.0,0.000209,0.000219,,3750.0,22.0,24.4975,25.5,,38.0,,,7.5,6.7,3.0
0603PS,0603PS-102,0,10.0,,0.26,,390.0,0.6506,0.7,0.7354,,1.0,,,2.59,2.08,1.8
0603PS,0603PS-103,0,10.0,,1.6,,30.0,0.25,0.26,0.27,,0.38,,,2.59,2.08,1.8
0603PS,0603PS-153,0,10.0,,1.92,,22.0,0.2,0.2191,0.225,,0.35,,,2.59,2.08,1.8
0603PS,0603PS-182,0,10.0,,0.54,,155.0,0.54,0.5762,0.5934,,0.7,,,2.59,2.08,1.8
0603PS,0603PS-222,0,10.0,,0.75,,245.0,0.4595,0.49,0.5,,0.6,,,2.59,2.08,1.8
0603PS,0603PS-223,0,10.0,,2.96,,16.0,0.165,0.1781,0.184,,0.27,,,2.59,2.08,1.8
0603PS,0603PS-272,0,10.0,,0.75,,127.0,0.3991,0.43,0.44,,0.55,,,2.59,2.08,1.8
0603PS,0603PS-332,0,10.0,,0.88,,72.0,0.3983,0.42,0.43,,0.5,,,2.59,2.08,1.8
0603PS,0603PS-333,0,10.0,,5.63,,12.0,0.125,0.1394,0.1449,,0.2,,,2.59,2.08,1.8
0603PS,0603PS-392,0,10.0,,1.0,,72.0,0.3662,0.39,0.4063,,0.48,,,2.59,2.08,1.8
0603PS,0603PS-472,0,10.0,,1.08,,55.0,0.34,0.36,0.37,,0.47,,,2.59,2.08,1.8
0603PS,0603PS-473,0,10.0,,5.69,,12.0,0.1126,0.12,0.125,,0.18,,,2.59,2.08,1.8
0603PS,0603PS-562,0,10.0,,1.23,,43.0,0.3252,0.3486,0.3584,,0.41,,,2.59,2.08,1.8
0603PS,0603PS-682,0,10.0,,1.37,,36.0,0.2991,0.3194,0.3288,,0.4,,,2.59,2.08,1.8
0603PS,0603PS-781,0,10.0,,0.24,,475.0,0.78,0.86,0.9,,1.3,,,2.59,2.08,1.8
0603PS,0603PS-822,0,10.0,,1.43,,30.0,0.26,0.28,0.2966,,0.39,,,2.59,2.08,1.8
0805PS,0805PS-102,0,10.0,,0.14,,340.0,1.1,1.1987,1.2,,1.6,,,3.38,3.0,2.0
0805PS,0805PS-103,0,10.0,,1.51,,66.0,0.29,0.32,0.3391,,0.43,,,3.38,3.0,2.0
0805PS,0805PS-104,0,10.0,,6.96,,9.0,0.11,0.1227,0.1282,,0.19,,,3.38,3.0,2.0
0805PS,0805PS-124,0,10.0,,7.51,,8.0,0.105,0.115,0.12,,0.18,,,3.38,3.0,2.0
0805PS,0805PS-152,0,10.0,,0.18,,265.0,0.8521,0.9,1.0,,1.3,,,3.38,3.0,2.0
0805PS,0805PS-153,0,10.0,,2.04,,34.0,0.25,0.2779,0.29,,0.34,,,3.38,3.0,2.0
0805PS,0805PS-154,0,10.0,,8.33,,5.0,0.086,0.096,0.1,,0.18,,,3.38,3.0,2.0
0805PS,0805PS-223,0,10.0,,2.48,,22.0,0.2241,0.2431,0.25,,0.33,,,3.38,3.0,2.0
0805PS,0805PS-224,0,10.0,,13.71,,5.0,0.074,0.082,0.086,,0.14,,,3.38,3.0,2.0
0805PS,0805PS-272,0,10.0,,0.35,,190.0,0.56,0.6392,0.6723,,0.88,,,3.38,3.0,2.0
0805PS,0805PS-332,0,10.0,,0.5,,180.0,0.56,0.6161,0.6393,,0.7,,,3.38,3.0,2.0
0805PS,0805PS-333,0,10.0,,3.0,,17.0,0.1826,0.2,0.2085,,0.28,,,3.38,3.0,2.0
0805PS,0805PS-334,0,10.0,,20.53,,4.0,0.06,0.0673,0.07,,0.11,,,3.38,3.0,2.0
0805PS,0805PS-392,0,10.0,,0.74,,165.0,0.52,0.56,0.58,,0.61,,,3.38,3.0,2.0
0805PS,0805PS-472,0,10.0,,0.85,,155.0,0.4481,0.4893,0.5,,0.59,,,3.38,3.0,2.0
0805PS,0805PS-473,0,10.0,,3.85,,15.0,0.17,0.185,0.19,,0.26,,,3.38,3.0,2.0
0805PS,0805PS-562,0,10.0,,0.91,,143.0,0.41,0.45,0.4695,,0.57,,,3.38,3.0,2.0
0805PS,0805PS-682,0,10.0,,1.37,,118.0,0.3567,0.3899,0.4054,,0.46,,,3.38,3.0,2.0
0805PS,0805PS-683,0,10.0,,4.42,,12.0,0.125,0.14,0.1486,,0.24,,,3.38,3.0,2.0
0805PS,0805PS-823,0,10.0,,6.0,,12.0,0.12,0.1332,0.1392,,0.21,,,3.38,3.0,2.0
1008PS,1008PS-102,0,10.0,,0.05,,387.0,3.4683,4.0,4.3,,2.0,,,3.81,3.78,2.74
1008PS,1008PS-103,0,10.0,,0.92,,105.0,0.7,0.9,1.0582,,0.59,,,3.81,3.78,2.74
1008PS,1008PS-104,0,10.0,,5.8,,7.0,0.28,0.34,0.38,,0.2,,,3.81,3.78,2.74
1008PS,1008PS-105,0,10.0,,29.0,,2.0,0.125,0.145,0.1579,,0.1,,,3.81,3.78,2.74
1008PS,1008PS-124,0,10.0,,6.3,,7.0,0.25,0.3256,0.36,,0.2,,,3.81,3.78,2.74
1008PS,1008PS-152,0,10.0,,0.06,,276.0,2.5,3.0,3.3811,,2.0,,,3.81,3.78,2.74
1008PS,1008PS-153,0,10.0,,1.15,,35.0,0.7995,0.9607,1.0817,,0.51,,,3.81,3.78,2.74
1008PS,1008PS-154,0,10.0,,7.5,,6.0,0.2674,0.31,0.34,,0.18,,,3.81,3.78,2.74
1008PS,1008PS-182,0,10.0,,0.09,,253.0,2.5501,2.9553,3.1982,,1.4,,,3.81,3.78,2.74
1008PS,1008PS-222,0,10.0,,0.1,,228.0,2.2821,2.6841,2.9,,1.7,,,3.81,3.78,2.74
1008PS,1008PS-223,0,10.0,,1.4,,26.0,0.68,0.8,0.88,,0.44,,,3.81,3.78,2.74
1008PS,1008PS-224,0,10.0,,10.0,,5.0,0.25,0.28,0.3,,0.17,,,3.81,3.78,2.74
1008PS,1008PS-272,0,10.0,,0.14,,207.0,1.4,1.8507,2.166,,1.4,,,3.81,3.78,2.74
1008PS,1008PS-332,0,10.0,,0.84,,199.0,1.5724,1.7,1.779,,0.67,,,3.81,3.78,2.74
1008PS,1008PS-333,0,10.0,,1.61,,20.0,0.5518,0.66,0.7336,,0.42,,,3.81,3.78,2.74
1008PS,1008PS-334,0,10.0,,11.5,,4.0,0.185,0.22,0.24,,0.15,,,3.81,3.78,2.74
1008PS,1008PS-392,0,10.0,,0.26,,185.0,1.567,1.9,2.1,,1.1,,,3.81,3.78,2.74
1008PS,1008PS-393,0,10.0,,1.85,,16.0,0.48,0.5719,0.6381,,0.39,,,3.81,3.78,2.74
1008PS,1008PS-472,0,10.0,,0.35,,160.0,1.2,1.5,1.768,,0.95,,,3.81,3.78,2.74
1008PS,1008PS-473,0,10.0,,2.5,,19.0,0.38,0.4658,0.5323,,0.31,,,3.81,3.78,2.74
1008PS,1008PS-474,0,10.0,,16.3,,3.0,0.14,0.175,0.195,,0.13,,,3.81,3.78,2.74
1008PS,1008PS-562,0,10.0,,0.36,,150.0,0.9,1.2,1.4649,,0.87,,,3.81,3.78,2.74
1008PS,1008PS-564,0,10.0,,18.1,,3.0,0.1429,0.17,0.1883,,0.12,,,3.81,3.78,2.74
1008PS,1008PS-682,0,10.0,,0.58,,120.0,1.2552,1.4618,1.5877,,0.76,,,3.81,3.78,2.74
1008PS,1008PS-683,0,10.0,,3.8,,12.0,0.3581,0.4095,0.4482,,0.26,,,3.81,3.78,2.74
1008PS,1008PS-684,0,10.0,,24.0,,2.0,0.1131,0.14,0.16,,0.11,,,3.81,3.78,2.74
1008PS,1008PS-823,0,10.0,,4.3,,9.0,0.3077,0.3654,0.41,,0.26,,,3.81,3.78,2.74
1008PS,1008PS-824,0,10.0,,26.0,,2.0,0.1191,0.14,0.155,,0.1,,,3.81,3.78,2.74
1812FS,1812FS-102,0,510.0,,0.07,,320.0,3.1,4.0885,4.7544,,2.95,,,5.87,4.98,3.81
1812FS,1812FS-103,0,510.0,,0.55,,90.0,0.7701,1.0,1.2559,,1.4,,,5.87,4.98,3.81
1812FS,1812FS-104,0,510.0,,2.5,,4.5,0.3267,0.42,0.49,,0.52,,,5.87,4.98,3.81
1812FS,1812FS-105,0,510.0,,19.5,,2.0,0.078,0.1081,0.13,,0.16,,,5.87,4.98,3.81
1812FS,1812FS-122,0,510.0,,0.11,,280.0,2.9617,3.8,4.3987,,2.6,,,5.87,4.98,3.81
1812FS,1812FS-152,0,510.0,,0.105,,200.0,2.1634,2.9,3.4976,,2.85,,,5.87,4.98,3.81
1812FS,1812FS-153,0,510.0,,0.75,,75.0,0.6,0.8689,1.0646,,1.15,,,5.87,4.98,3.81
1812FS,1812FS-154,0,510.0,,3.8,,3.0,0.2983,0.3779,0.4374,,0.475,,,5.87,4.98,3.81
1812FS,1812FS-222,0,510.0,,0.12,,175.0,1.5,2.0905,2.5,,2.7,,,5.87,4.98,3.81
1812FS,1812FS-223,0,510.0,,0.85,,15.0,0.5778,0.7546,0.8926,,0.855,,,5.87,4.98,3.81
1812FS,1812FS-224,0,510.0,,5.4,,3.0,0.195,0.26,0.3,,0.39,,,5.87,4.98,3.81
1812FS,1812FS-242,0,510.0,,0.175,,160.0,2.0,2.6643,3.083,,2.05,,,5.87,4.98,3.81
1812FS,1812FS-272,0,510.0,,0.2,,165.0,1.6,2.1673,2.5684,,2.1,,,5.87,4.98,3.81
1812FS,1812FS-274,0,510.0,,6.5,,2.0,0.2046,0.276,0.32,,0.35,,,5.87,4.98,3.81
1812FS,1812FS-332,0,510.0,,0.185,,160.0,1.4,1.9635,2.3,,1.9,,,5.87,4.98,3.81
1812FS,1812FS-333,0,510.0,,1.1,,10.0,0.56,0.72,0.8503,,0.82,,,5.87,4.98,3.81
1812FS,1812FS-334,0,510.0,,6.8,,3.0,0.1783,0.24,0.2787,,0.31,,,5.87,4.98,3.81
1812FS,1812FS-392,0,510.0,,0.195,,145.0,1.4,1.9,2.2579,,1.7,,,5.87,4.98,3.81
1812FS,1812FS-393,0,510.0,,1.1,,9.8,0.5555,0.7,0.8155,,0.71,,,5.87,4.98,3.81
1812FS,1812FS-394,0,510.0,,7.6,,3.0,0.1492,0.2044,0.245,,0.31,,,5.87,4.98,3.81
1812FS,1812FS-472,0,510.0,,0.15,,125.0,1.1,1.5,1.8,,1.8,,,5.87,4.98,3.81
1812FS,1812FS-473,0,510.0,,1.2,,8.0,0.4696,0.6,0.7106,,0.645,,,5.87,4.98,3.81
1812FS,1812FS-474,0,510.0,,8.7,,2.0,0.13,0.18,0.215,,0.28,,,5.87,4.98,3.81
1812FS,1812FS-562,0,510.0,,0.4,,110.0,1.2,1.6,1.9,,1.65,,,5.87,4.98,3.81
1812FS,1812FS-564,0,510.0,,11.2,,2.0,0.1333,0.18,0.215,,0.28,,,5.87,4.98,3.81
1812FS,1812FS-682,0,510.0,,0.35,,110.0,0.9,1.2573,1.5,,1.45,,,5.87,4.98,3.81
1812FS,1812FS-683,0,510.0,,1.8,,14.2,0.4158,0.52,0.6102,,0.65,,,5.87,4.98,3.81
1812FS,1812FS-684,0,510.0,,12.7,,2.0,0.1042,0.14,0.17,,0.25,,,5.87,4.98,3.81
1812FS,1812FS-824,0,510.0,,16.8,,1.0,0.078,0.1094,0.1337,,0.21,,,5.87,4.98,3.81
1812PS,1812PS-102,0,510.0,,0.05,,685.0,2.7,3.4,3.8,,2.7,,,5.87,4.98,3.81
1812PS,1812PS-103,0,510.0,,0.17,,120.0,0.76,0.9515,0.98,,1.7,,,5.87,4.98,3.81
1812PS,1812PS-104,0,510.0,,1.32,,14.0,0.28,0.34,0.38,,0.65,,,5.87,4.98,3.81
1812PS,1812PS-105,0,510.0,,10.0,,2.0,0.082,0.105,0.12,,0.22,,,5.87,4.98,3.81
1812PS,1812PS-122,0,510.0,,0.06,,460.0,3.4789,3.8742,4.1,,2.6,,,5.87,4.98,3.81
1812PS,1812PS-124,0,510.0,,1.45,,12.0,0.289,0.3498,0.3855,,0.6,,,5.87,4.98,3.81
1812PS,1812PS-152,0,510.0,,0.06,,460.0,2.2832,2.8,3.1626,,2.6,,,5.87,4.98,3.81
1812PS,1812PS-153,0,510.0,,0.26,,100.0,0.62,0.78,0.9,,1.45,,,5.87,4.98,3.81
1812PS,1812PS-154,0,510.0,,2.2,,11.0,0.27,0.3277,0.3574,,0.51,,,5.87,4.98,3.81
1812PS,1812PS-222,0,510.0,,0.07,,270.0,2.3921,2.8,3.1,,2.4,,,5.87,4.98,3.81
1812PS,1812PS-223,0,510.0,,0.33,,45.0,0.6399,0.7789,0.86,,1.2,,,5.87,4.98,3.81
1812PS,1812PS-224,0,510.0,,2.65,,7.0,0.24,0.2952,0.32,,0.47,,,5.87,4.98,3.81
1812PS,1812PS-272,0,510.0,,0.08,,265.0,1.5,2.0,2.3,,2.3,,,5.87,4.98,3.81
1812PS,1812PS-332,0,510.0,,0.09,,225.0,1.2552,1.6,1.9,,2.3,,,5.87,4.98,3.81
1812PS,1812PS-333,0,510.0,,0.4,,30.0,0.5755,0.68,0.74,,1.1,,,5.87,4.98,3.81
1812PS,1812PS-334,0,510.0,,4.85,,6.0,0.165,0.2075,0.23,,0.31,,,5.87,4.98,3.81
1812PS,1812PS-392,0,510.0,,0.11,,170.0,1.5,1.9,2.1,,2.2,,,5.87,4.98,3.81
1812PS,1812PS-393,0,510.0,,0.56,,30.0,0.56,0.6568,0.7172,,1.0,,,5.87,4.98,3.81
1812PS,1812PS-472,0,510.0,,0.11,,165.0,0.9919,1.3,1.5,,2.1,,,5.87,4.98,3.81
1812PS,1812PS-473,0,510.0,,0.87,,28.0,0.5398,0.618,0.6714,,0.8,,,5.87,4.98,3.81
1812PS,1812PS-474,0,510.0,,5.85,,4.0,0.14,0.1749,0.195,,0.31,,,5.87,4.98,3.81
1812PS,1812PS-562,0,510.0,,0.12,,155.0,1.4,1.7558,1.9,,2.1,,,5.87,4.98,3.81
1812PS,1812PS-564,0,510.0,,6.1,,3.0,0.1377,0.17,0.19,,0.28,,,5.87,4.98,3.81
1812PS,1812PS-682,0,510.0,,0.13,,140.0,1.0,1.3,1.4956,,1.9,,,5.87,4.98,3.81
1812PS,1812PS-683,0,510.0,,1.08,,17.0,0.38,0.4689,0.52,,0.67,,,5.87,4.98,3.81
1812PS,1812PS-684,0,510.0,,6.6,,2.0,0.0974,0.125,0.1447,,0.28,,,5.87,4.98,3.81
1812PS,1812PS-823,0,510.0,,1.25,,17.0,0.37,0.44,0.4851,,0.65,,,5.87,4.98,3.81
1812PS,1812PS-824,0,510.0,,7.35,,2.0,0.1176,0.145,0.16,,0.25,,,5.87,4.98,3.81
AGP2923,AGP2923-103,0,10.0,0.0023,0.0026,,20.0,30.7926,34.5008,36.5507,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-153,0,10.0,0.0023,0.0026,,16.0,20.8377,23.4679,25.0,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-223,0,10.0,0.0023,0.0026,,13.0,12.9,15.0817,16.37,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-332,0,10.0,0.0023,0.0026,,40.0,95.0,103.9748,108.0654,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-333,0,10.0,0.0023,0.0026,,10.0,7.376,8.6584,9.5815,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-472,0,10.0,0.0023,0.0026,,30.0,65.0,70.2537,72.5,,26.0,,,27.43,16.97,23.75
AGP2923,AGP2923-682,0,10.0,0.0023,0.0026,,25.0,47.7079,52.9658,55.389,,26.0,,,27.43,16.97,23.75
AGP4233,AGP4233-103,0,20.0,0.0028,0.00295,,18.8,59.0,62.0,64.9832,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-104,0,20.0,0.0028,0.00295,,5.2,8.0,8.9,9.5512,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-153,0,20.0,0.0028,0.00295,,15.2,45.5262,47.0,48.7311,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-154,0,20.0,0.0028,0.00295,,4.2,5.4,6.2,6.6685,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-223,0,20.0,0.0028,0.00295,,12.0,34.8064,36.8083,37.7611,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-224,0,20.0,0.0105,0.0115,,5.0,7.8,8.5647,8.9972,,17.5,,,43.2,36.8,28.0
AGP4233,AGP4233-332,0,20.0,0.00067,0.00075,,27.7,67.4981,73.4697,76.5544,,44.0,,,43.2,36.8,28.0
AGP4233,AGP4233-333,0,20.0,0.0028,0.00295,,10.0,24.5,26.5,27.5,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-334,0,20.0,0.0105,0.0115,,4.1,5.4782,6.0503,6.4,,17.5,,,43.2,36.8,28.0
AGP4233,AGP4233-473,0,20.0,0.0028,0.00295,,8.5,17.8,19.4639,20.3997,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-474,0,20.0,0.0105,0.0115,,3.6,3.6,4.1,4.3874,,17.5,,,43.2,36.8,28.0
AGP4233,AGP4233-562,0,20.0,0.00067,0.00075,,22.8,71.0,75.5,77.8598,,44.0,,,43.2,36.8,28.0
AGP4233,AGP4233-682,0,20.0,0.0028,0.00295,,21.7,92.0,96.5,99.5,,34.0,,,43.2,36.8,28.0
AGP4233,AGP4233-683,0,20.0,0.0028,0.00295,,6.4,12.4958,13.8,14.6517,,34.0,,,43.2,36.8,28.0
CU8838,CU8838,0,20.0,,0.002,,100.0,33.5614,54.028,73.8921,,26.0,,,14.0,13.2,6.5
D1787,D1787,0,20.0,,0.0028,,9.0,7.2,8.4671,9.2,,23.0,,,27.94,27.9,16.6
DC1012,DC1012-103,0,10.0,,0.026,,35.0,4.8694,5.6,6.0829,,4.6,,,10.0,10.0,15.2
DC1012,DC1012-104,0,10.0,,0.22,,5.5,1.4,1.6798,1.8,,1.5,,,10.0,10.0,15.2
DC1012,DC1012-123,0,10.0,,0.03,,25.0,5.7,6.3527,6.7,,4.3,,,10.0,10.0,15.2
DC1012,DC1012-124,0,10.0,,0.29,,5.0,1.8,2.055,2.2,,1.4,,,10.0,10.0,15.2
DC1012,DC1012-153,0,10.0,,0.035,,18.0,3.9,4.5,4.85,,4.2,,,10.0,10.0,15.2
DC1012,DC1012-154,0,10.0,,0.34,,4.5,1.2,1.4,1.5,,1.3,,,10.0,10.0,15.2
DC1012,DC1012-183,0,10.0,,0.038,,15.0,4.7,5.3964,5.7,,3.7,,,10.0,10.0,15.2
DC1012,DC1012-184,0,10.0,,0.38,,4.0,1.4996,1.6953,1.8,,1.2,,,10.0,10.0,15.2
DC1012,DC1012-223,0,10.0,,0.046,,13.0,3.2919,3.7765,4.0654,,3.6,,,10.0,10.0,15.2
DC1012,DC1012-224,0,10.0,,0.44,,3.5,0.9802,1.1,1.2,,1.0,,,10.0,10.0,15.2
DC1012,DC1012-273,0,10.0,,0.07,,12.0,3.8,4.2803,4.5506,,2.9,,,10.0,10.0,15.2
DC1012,DC1012-274,0,10.0,,0.62,,3.25,1.2,1.4,1.5,,0.9,,,10.0,10.0,15.2
DC1012,DC1012-333,0,10.0,,0.08,,11.0,2.6,3.0,3.281,,2.7,,,10.0,10.0,15.2
DC1012,DC1012-334,0,10.0,,0.7,,3.0,0.72,0.82,0.88,,0.88,,,10.0,10.0,15.2
DC1012,DC1012-393,0,10.0,,0.088,,10.0,3.2,3.6,3.8584,,2.6,,,10.0,10.0,15.2
DC1012,DC1012-473,0,10.0,,0.1,,9.0,2.2577,2.6,2.8,,2.4,,,10.0,10.0,15.2
DC1012,DC1012-563,0,10.0,,0.15,,8.0,1.7737,2.0511,2.2,,2.1,,,10.0,10.0,15.2
DC1012,DC1012-683,0,10.0,,0.17,,7.0,1.7,1.9948,2.1,,1.9,,,10.0,10.0,15.2
DC1012,DC1012-823,0,10.0,,0.2,,6.0,2.2,2.4914,2.6577,,1.7,,,10.0,10.0,15.2
DO1605T,DO1605T-102,0,20.0,,0.04,,230.0,2.578,2.9915,3.2,,2.3,,,5.5,4.2,1.8
DO1605T,DO1605T-103,0,20.0,,0.27,,60.0,0.8,0.9,1.0,,0.9,,,5.5,4.2,1.8
DO1605T,DO1605T-104,0,20.0,,2.3,,15.0,0.26,0.29,0.3153,,0.3,,,5.5,4.2,1.8
DO1605T,DO1605T-105,0,20.0,,22.6,,4.0,0.0816,0.094,0.1041,,0.08,,,5.5,4.2,1.8
DO1605T,DO1605T-152,0,20.0,,0.06,,180.0,2.0,2.2823,2.4,,2.1,,,5.5,4.2,1.8
DO1605T,DO1605T-153,0,20.0,,0.35,,45.0,0.6953,0.78,0.84,,0.7,,,5.5,4.2,1.8
DO1605T,DO1605T-154,0,20.0,,3.5,,10.0,0.2,0.2339,0.25,,0.25,,,5.5,4.2,1.8
DO1605T,DO1605T-222,0,20.0,,0.07,,140.0,1.7948,2.0787,2.2582,,1.7,,,5.5,4.2,1.8
DO1605T,DO1605T-223,0,20.0,,0.54,,35.0,0.5799,0.657,0.711,,0.5,,,5.5,4.2,1.8
DO1605T,DO1605T-224,0,20.0,,5.7,,9.0,0.16,0.1885,0.205,,0.18,,,5.5,4.2,1.8
DO1605T,DO1605T-332,0,20.0,,0.12,,110.0,1.4,1.6676,1.8,,1.3,,,5.5,4.2,1.8
DO1605T,DO1605T-333,0,20.0,,0.74,,30.0,0.45,0.5175,0.56,,0.45,,,5.5,4.2,1.8
DO1605T,DO1605T-334,0,20.0,,8.2,,8.0,0.1343,0.155,0.17,,0.16,,,5.5,4.2,1.8
DO1605T,DO1605T-472,0,20.0,,0.15,,100.0,1.2,1.4,1.5773,,1.1,,,5.5,4.2,1.8
DO1605T,DO1605T-473,0,20.0,,1.1,,22.0,0.36,0.4152,0.45,,0.4,,,5.5,4.2,1.8
DO1605T,DO1605T-474,0,20.0,,10.8,,7.0,0.1183,0.1385,0.15,,0.12,,,5.5,4.2,1.8
DO1605T,DO1605T-682,0,20.0,,0.2,,80.0,0.9,1.1,1.2,,1.0,,,5.5,4.2,1.8
DO1605T,DO1605T-683,0,20.0,,1.6,,20.0,0.3,0.3456,0.37,,0.35,,,5.5,4.2,1.8
DO1605T,DO1605T-684,0,20.0,,17.2,,5.0,0.092,0.1086,0.1186,,0.1,,,5.5,4.2,1.8
DO1605T,DO1605T-822,0,20.0,,0.23,,70.0,0.8,0.9937,1.1,,0.95,,,5.5,4.2,1.8
DO1606T,DO1606T-102,0,20.0,,0.04,,230.0,2.5527,2.9,3.1,,2.3,,,6.5,5.23,2.0
DO1606T,DO1606T-103,0,20.0,,0.3,,60.0,0.761,0.8998,0.9848,,0.9,,,6.5,5.23,2.0
DO1606T,DO1606T-104,0,20.0,,2.3,,15.0,0.26,0.29,0.3185,,0.3,,,6.5,5.23,2.0
DO1606T,DO1606T-105,0,20.0,,22.6,,4.0,0.0812,0.094,0.1033,,0.08,,,6.5,5.23,2.0
DO1606T,DO1606T-152,0,20.0,,0.06,,180.0,1.9,2.2,2.3903,,2.1,,,6.5,5.23,2.0
DO1606T,DO1606T-153,0,20.0,,0.4,,45.0,0.6985,0.7977,0.86,,0.7,,,6.5,5.23,2.0
DO1606T,DO1606T-154,0,20.0,,3.5,,10.0,0.2247,0.25,0.2669,,0.25,,,6.5,5.23,2.0
DO1606T,DO1606T-222,0,20.0,,0.07,,140.0,1.7734,2.0,2.2,,1.7,,,6.5,5.23,2.0
DO1606T,DO1606T-223,0,20.0,,0.54,,35.0,0.52,0.6,0.6554,,0.5,,,6.5,5.23,2.0
DO1606T,DO1606T-224,0,20.0,,5.7,,9.0,0.1648,0.19,0.2099,,0.18,,,6.5,5.23,2.0
DO1606T,DO1606T-332,0,20.0,,0.12,,110.0,1.4,1.6,1.7955,,1.3,,,6.5,5.23,2.0
DO1606T,DO1606T-333,0,20.0,,0.74,,30.0,0.4498,0.5177,0.56,,0.45,,,6.5,5.23,2.0
DO1606T,DO1606T-334,0,20.0,,8.2,,8.0,0.145,0.1689,0.1831,,0.16,,,6.5,5.23,2.0
DO1606T,DO1606T-472,0,20.0,,0.15,,100.0,1.2,1.4,1.5,,1.1,,,6.5,5.23,2.0
DO1606T,DO1606T-473,0,20.0,,1.1,,22.0,0.37,0.4259,0.46,,0.4,,,6.5,5.23,2.0
DO1606T,DO1606T-474,0,20.0,,10.8,,7.0,0.13,0.1483,0.1583,,0.12,,,6.5,5.23,2.0
